"module name","license","repository"
"@babel/plugin-proposal-json-strings@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-json-strings@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-logical-assignment-operators@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-logical-assignment-operators@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-nullish-coalescing-operator@7.12.1","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-nullish-coalescing-operator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-nullish-coalescing-operator@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-numeric-separator@7.12.1","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-numeric-separator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-numeric-separator@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-object-rest-spread@7.14.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-object-rest-spread@7.17.3","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-catch-binding@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-catch-binding@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-chaining@7.12.1","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-chaining@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-optional-chaining@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-methods@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-methods@7.16.11","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-private-property-in-object@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-unicode-property-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-proposal-unicode-property-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-async-generators@7.8.4","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-async-generators"
"@babel/plugin-syntax-bigint@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-bigint"
"@babel/plugin-syntax-class-properties@7.12.13","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-class-static-block@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-decorators@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-dynamic-import@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import"
"@babel/plugin-syntax-export-namespace-from@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-export-namespace-from"
"@babel/plugin-syntax-flow@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-import-meta@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-json-strings@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-json-strings"
"@babel/plugin-syntax-jsx@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-jsx@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-logical-assignment-operators@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-nullish-coalescing-operator@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-nullish-coalescing-operator"
"@babel/plugin-syntax-numeric-separator@7.10.4","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-object-rest-spread@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread"
"@babel/plugin-syntax-optional-catch-binding@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding"
"@babel/plugin-syntax-optional-chaining@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining"
"@babel/plugin-syntax-private-property-in-object@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-top-level-await@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-syntax-typescript@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-arrow-functions@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-async-to-generator@7.16.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoped-functions@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.15.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-block-scoping@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.14.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-classes@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-computed-properties@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.14.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-destructuring@7.17.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-dotall-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-duplicate-keys@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-exponentiation-operator@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-flow-strip-types@7.12.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-for-of@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-function-name@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-member-expression-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-amd@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.15.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-commonjs@7.17.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-systemjs@7.17.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-modules-umd@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.14.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-named-capturing-groups-regex@7.16.8","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-new-target@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-object-super@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-parameters@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-property-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-constant-elements@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-display-name@7.12.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-display-name@7.15.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-display-name@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-development@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-development@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-self@7.14.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx-source@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx@7.14.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-jsx@7.17.3","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-pure-annotations@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-react-pure-annotations@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-regenerator@7.17.9","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-reserved-words@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-runtime@7.12.1","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-shorthand-properties@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.14.6","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-spread@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-sticky-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-template-literals@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typeof-symbol@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-typescript@7.15.0","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-escapes@7.16.7","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.14.5","MIT","https://github.com/babel/babel"
"@babel/plugin-transform-unicode-regex@7.16.7","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.12.1","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.15.0","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.16.11","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.4","MIT",""
"@babel/preset-modules@0.1.5","MIT","https://github.com/babel/preset-modules"
"@babel/preset-react@7.12.1","MIT","https://github.com/babel/babel"
"@babel/preset-react@7.14.5","MIT","https://github.com/babel/babel"
"@babel/preset-react@7.16.7","MIT","https://github.com/babel/babel"
"@babel/preset-typescript@7.12.1","MIT","https://github.com/babel/babel"
"@babel/register@7.17.7","MIT","https://github.com/babel/babel"
"@babel/runtime-corejs3@7.15.3","MIT","https://github.com/babel/babel"
"@babel/runtime@7.12.1","MIT","https://github.com/babel/babel"
"@babel/runtime@7.15.3","MIT","https://github.com/babel/babel"
"@babel/template@7.14.5","MIT","https://github.com/babel/babel"
"@babel/template@7.16.7","MIT","https://github.com/babel/babel"
"@babel/traverse@7.15.0","MIT","https://github.com/babel/babel"
"@babel/traverse@7.17.9","MIT","https://github.com/babel/babel"
"@babel/types@7.15.0","MIT","https://github.com/babel/babel"
"@babel/types@7.17.0","MIT","https://github.com/babel/babel"
"@bcoe/v8-coverage@0.2.3","MIT","https://github.com/demurgos/v8-coverage"
"@choojs/findup@0.2.1","MIT","https://github.com/choojs/findup"
"@cnakazawa/watch@1.0.4","Apache-2.0","https://github.com/mikeal/watch"
"@csstools/convert-colors@1.4.0","CC0-1.0","https://github.com/jonathantneal/convert-colors"
"@csstools/normalize.css@10.1.0","CC0-1.0","https://github.com/csstools/normalize.css"
"@dabh/diagnostics@2.0.2","MIT","https://github.com/3rd-Eden/diagnostics"
"@elastic/elasticsearch@7.14.1","Apache-2.0","https://github.com/elastic/elasticsearch-js"
"@emotion/hash@0.8.0","MIT","https://github.com/emotion-js/emotion/tree/master/packages/hash"
"@eslint/eslintrc@0.4.3","MIT","https://github.com/eslint/eslintrc"
"@gar/promisify@1.1.2","MIT","https://github.com/wraithgar/gar-promisify"
"@grpc/grpc-js@1.3.7","Apache-2.0","https://github.com/grpc/grpc-node/tree/master/packages/grpc-js"
"@grpc/proto-loader@0.5.6","Apache-2.0","https://github.com/grpc/grpc-node"
"@hapi/address@2.1.4","BSD-3-Clause","https://github.com/hapijs/address"
"@hapi/bourne@1.3.2","BSD-3-Clause","https://github.com/hapijs/bourne"
"@hapi/bourne@2.1.0","BSD-3-Clause","https://github.com/hapijs/bourne"
"@hapi/hoek@8.5.1","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/hoek@9.2.0","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/hoek@9.2.1","BSD-3-Clause","https://github.com/hapijs/hoek"
"@hapi/joi@15.1.1","BSD-3-Clause","https://github.com/hapijs/joi"
"@hapi/topo@3.1.6","BSD-3-Clause","https://github.com/hapijs/topo"
"@hapi/topo@5.1.0","BSD-3-Clause","https://github.com/hapijs/topo"
"@humanwhocodes/config-array@0.5.0","Apache-2.0","https://github.com/humanwhocodes/config-array"
"@humanwhocodes/object-schema@1.2.0","BSD-3-Clause","https://github.com/humanwhocodes/object-schema"
"@hutson/parse-repository-url@3.0.2","Apache-2.0","git+https://gitlab.com/hyper-expanse/open-source/parse-repository-url"
"@istanbuljs/load-nyc-config@1.1.0","ISC","https://github.com/istanbuljs/load-nyc-config"
"@istanbuljs/schema@0.1.3","MIT","https://github.com/istanbuljs/schema"
"@jest/console@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/console@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/core@26.6.3","MIT","https://github.com/facebook/jest"
"@jest/environment@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/fake-timers@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/globals@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/reporters@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/source-map@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/source-map@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/test-result@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/test-result@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/test-sequencer@26.6.3","MIT","https://github.com/facebook/jest"
"@jest/transform@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/types@24.9.0","MIT","https://github.com/facebook/jest"
"@jest/types@26.6.2","MIT","https://github.com/facebook/jest"
"@jest/types@27.1.0","MIT","https://github.com/facebook/jest"
"@jest/types@27.2.5","MIT","https://github.com/facebook/jest"
"@jridgewell/resolve-uri@3.0.5","MIT","https://github.com/jridgewell/resolve-uri"
"@jridgewell/sourcemap-codec@1.4.11","MIT","https://github.com/jridgewell/sourcemap-codec"
"@jridgewell/trace-mapping@0.3.4","MIT","https://github.com/jridgewell/trace-mapping"
"@mapbox/geojson-rewind@0.5.1","ISC","https://github.com/mapbox/geojson-rewind"
"@mapbox/geojson-types@1.0.2","ISC",""
"@mapbox/jsonlint-lines-primitives@2.0.2","Custom: https://github.com/tmcw/jsonlint","https://github.com/mapbox/jsonlint"
"@mapbox/mapbox-gl-supported@1.5.0","BSD-3-Clause","https://github.com/mapbox/mapbox-gl-supported"
"@mapbox/node-pre-gyp@1.0.7","BSD-3-Clause","https://github.com/mapbox/node-pre-gyp"
"@mapbox/point-geometry@0.1.0","ISC","https://github.com/mapbox/point-geometry"
"@mapbox/tiny-sdf@1.2.5","BSD-2-Clause","https://github.com/mapbox/tiny-sdf"
"@mapbox/unitbezier@0.0.0","BSD-2-Clause","https://github.com/mapbox/unitbezier"
"@mapbox/vector-tile@1.3.1","BSD-3-Clause","https://github.com/mapbox/vector-tile-js"
"@mapbox/whoots-js@3.1.0","ISC","https://github.com/mapbox/whoots-js"
"@material-ui/core@4.12.3","MIT","https://github.com/mui-org/material-ui"
"@material-ui/icons@4.11.2","MIT","https://github.com/mui-org/material-ui"
"@material-ui/lab@4.0.0-alpha.60","MIT","https://github.com/mui-org/material-ui"
"@material-ui/styles@4.11.4","MIT","https://github.com/mui-org/material-ui"
"@material-ui/system@4.12.1","MIT","https://github.com/mui-org/material-ui"
"@material-ui/types@5.1.0","MIT","https://github.com/mui-org/material-ui"
"@material-ui/utils@4.11.2","MIT","https://github.com/mui-org/material-ui"
"@moleculer/vorpal@1.11.5","MIT","https://github.com/moleculerjs/vorpal"
"@mswjs/cookies@0.1.7","MIT","https://github.com/mswjs/cookies"
"@mswjs/interceptors@0.12.7","MIT","https://github.com/mswjs/interceptors"
"@newrelic/aws-sdk@3.1.0","Apache-2.0","https://github.com/newrelic/node-newrelic-aws-sdk"
"@newrelic/koa@5.0.0","Apache-2.0","https://github.com/newrelic/node-newrelic-koa"
"@newrelic/native-metrics@6.0.2","Apache-2.0","https://github.com/newrelic/node-native-metrics"
"@newrelic/superagent@4.0.0","Apache-2.0","https://github.com/newrelic/node-newrelic-superagent"
"@nicolo-ribaudo/chokidar-2@2.1.8-no-fsevents.3","MIT","https://github.com/nicolo-ribaudo/chokidar-2"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk"
"@npmcli/fs@1.0.0","ISC",""
"@npmcli/move-file@1.1.2","MIT","https://github.com/npm/move-file"
"@open-draft/until@1.0.3","MIT","https://github.com/open-draft/until"
"@pact-foundation/pact-node@10.17.2","MIT","https://github.com/pact-foundation/pact-node"
"@pact-foundation/pact@9.17.3","MIT","https://github.com/pact-foundation/pact-js"
"@plotly/d3-sankey-circular@0.33.1","MIT","https://github.com/plotly/d3-sankey-circular"
"@plotly/d3-sankey@0.7.2","BSD-3-Clause","https://github.com/d3/d3-sankey"
"@plotly/d3@3.8.0","BSD-3-Clause","https://github.com/plotly/d3"
"@plotly/point-cluster@3.1.9","MIT","https://github.com/plotly/point-cluster"
"@pmmmwh/react-refresh-webpack-plugin@0.4.3","MIT","https://github.com/pmmmwh/react-refresh-webpack-plugin"
"@protobufjs/aspromise@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/base64@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/codegen@2.0.4","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/eventemitter@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/fetch@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/float@1.0.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/inquire@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/path@1.1.2","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/pool@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@protobufjs/utf8@1.1.0","BSD-3-Clause","https://github.com/dcodeIO/protobuf.js"
"@rollup/plugin-node-resolve@7.1.3","MIT","https://github.com/rollup/plugins"
"@rollup/plugin-replace@2.4.2","MIT","https://github.com/rollup/plugins"
"@rollup/pluginutils@3.1.0","MIT","https://github.com/rollup/plugins"
"@sheerun/mutationobserver-shim@0.3.3","MIT","github.com/megawac/MutationObserver.js"
"@sideway/address@4.1.4","BSD-3-Clause","https://github.com/sideway/address"
"@sideway/formula@3.0.0","BSD-3-Clause","https://github.com/sideway/formula"
"@sideway/pinpoint@2.0.0","BSD-3-Clause","https://github.com/sideway/pinpoint"
"@sindresorhus/is@0.14.0","MIT","https://github.com/sindresorhus/is"
"@sindresorhus/is@0.7.0","MIT","https://github.com/sindresorhus/is"
"@sinonjs/commons@1.8.3","BSD-3-Clause","https://github.com/sinonjs/commons"
"@sinonjs/fake-timers@6.0.1","BSD-3-Clause","https://github.com/sinonjs/fake-timers"
"@surma/rollup-plugin-off-main-thread@1.4.2","Apache-2.0","https://github.com/surma/rollup-plugin-off-main-thread"
"@svgr/babel-plugin-add-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-add-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-attribute@5.4.0","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-attribute"
"@svgr/babel-plugin-remove-jsx-empty-expression@5.0.1","MIT","https://github.com/gregberge/svgr/tree/master/packages/babel-plugin-remove-jsx-empty-expression"
